age,income,loan_amount,credit_score,years_employed,num_credit_lines,debt_ratio,defaulted
25,22198.0,36821.19,639,27,2,0.04,0
40,28980.0,19837.05,747,3,1,0.14,0
60,50375.0,22583.77,601,25,5,0.91,0
18,38047.0,38336.42,839,25,4,0.22,0
62,39640.0,32066.2,784,12,4,0.66,0
68,22412.0,35223.93,376,12,3,0.69,0
41,35039.0,22512.41,814,16,3,0.65,0
52,63946.0,26951.61,848,7,6,0.55,0
41,16240.0,49544.04,391,3,1,0.49,0
34,25626.0,14626.53,765,22,5,0.42,0
22,14650.0,23803.53,765,2,5,0.92,0
37,47500.0,18132.04,339,10,5,0.01,0
38,67019.0,39430.02,628,11,6,0.05,0
57,33133.0,39380.57,584,8,2,0.49,0
48,21966.0,18160.05,365,14,3,0.33,0
63,22290.0,8662.56,408,12,6,0.41,0
53,31303.0,5514.47,714,4,1,1.0,0
28,31243.0,24235.27,391,4,2,0.78,0
69,57292.0,23465.19,667,18,4,0.88,0
32,25992.0,49477.54,722,10,1,0.37,1
36,45141.0,26141.09,539,8,2,0.24,0
24,31172.0,16538.83,734,2,3,0.77,0
68,25025.0,45105.32,511,17,0,0.81,0
45,30786.0,27098.06,699,26,3,0.55,0
68,42971.0,31962.9,825,12,2,0.9,0
60,57381.0,9305.09,767,24,0,0.97,0
22,32017.0,22231.24,469,27,2,0.47,0
22,19891.0,47490.07,509,11,3,0.22,0
47,59866.0,31527.74,555,8,0,0.52,0
49,23177.0,20502.58,372,9,2,0.99,0
25,41374.0,33155.02,446,27,3,0.29,0
27,35867.0,45968.5,639,12,1,0.62,0
55,33547.0,17329.58,616,19,6,0.69,0
64,28467.0,27730.25,453,19,3,0.21,1
49,49517.0,48141.08,554,12,1,0.59,0
65,6057.0,12757.83,650,26,2,0.31,0
45,64102.0,37384.88,846,25,4,0.85,0
34,23011.0,32651.65,611,28,1,0.71,0
48,44533.0,35585.38,433,28,5,0.83,0
25,43370.0,20804.88,428,21,5,0.2,0
57,68699.0,19124.57,735,8,1,0.03,0
42,40090.0,35789.44,579,23,2,0.85,0
26,23991.0,14699.45,657,9,2,0.39,0
19,16279.0,23884.46,551,18,4,0.18,0
32,30504.0,13467.86,434,5,2,0.09,0
67,13642.0,5373.72,822,28,2,0.52,0
20,26523.0,48652.58,618,6,3,0.15,1
66,31372.0,24426.63,379,14,6,0.57,0
53,25720.0,48620.73,490,21,2,0.73,0
21,37082.0,11314.56,752,18,3,0.54,0
31,32272.0,31431.51,643,13,3,0.9,0
58,30827.0,14043.83,329,29,3,0.16,0
58,10807.0,40553.34,713,15,3,0.49,0
42,19009.0,40266.63,667,13,4,0.16,1
67,50078.0,10067.32,801,28,1,0.88,0
27,54292.0,46042.9,320,28,2,0.93,0
38,14481.0,13758.33,848,24,0,0.4,0
53,24165.0,32583.98,545,19,2,0.31,0
29,62068.0,49353.51,582,1,6,0.28,0
44,25361.0,44707.84,531,8,4,0.86,0
57,34346.0,48045.38,615,2,3,0.68,0
19,74675.0,20416.94,635,5,4,0.88,0
30,30309.0,9750.9,710,4,2,0.12,0
49,28216.0,13475.61,544,13,0,0.48,0
48,33573.0,27522.27,686,28,3,0.68,0
33,91739.0,40695.34,657,14,0,0.9,0
49,45392.0,11756.91,321,17,2,0.38,0
49,36664.0,34687.92,318,16,3,0.31,0
51,27940.0,19560.99,586,8,3,0.91,0
28,47544.0,20354.09,575,18,3,0.05,0
27,50506.0,34786.3,371,22,6,0.48,0
32,21235.0,26014.97,664,24,2,0.46,0
34,51191.0,41541.5,634,8,5,0.15,0
57,33672.0,12016.33,498,27,6,0.39,0
35,36769.0,40547.67,316,15,4,0.72,0
26,23338.0,7890.59,517,25,3,0.37,0
42,29733.0,13732.42,446,5,3,0.31,1
57,21697.0,34526.74,509,7,2,0.78,0
31,21182.0,43471.65,713,24,4,0.99,0
42,43851.0,16370.58,629,2,6,0.78,0
67,30407.0,19723.62,651,21,3,0.85,0
39,18962.0,29170.43,462,4,3,0.94,1
69,107853.0,14520.78,400,6,2,0.8,0
47,20696.0,41502.03,626,22,6,0.98,0
37,62696.0,39813.65,626,24,2,0.75,0
38,17357.0,11538.13,454,0,3,0.66,0
61,45627.0,25872.34,309,21,3,0.69,0
49,32039.0,39867.25,652,20,1,0.9,0
68,26515.0,20179.83,482,3,1,0.68,0
63,40070.0,33489.81,754,25,2,0.76,0
66,37464.0,7259.59,305,27,1,0.22,0
38,24192.0,32390.99,632,15,5,0.91,0
52,23650.0,11869.38,632,26,0,0.45,0
49,16532.0,42376.25,557,13,3,0.16,0
47,42310.0,20995.23,510,0,5,0.8,0
56,19401.0,17669.92,350,3,2,0.36,0
66,36388.0,42840.0,744,9,3,0.18,0
29,48837.0,7256.48,676,10,4,0.26,0
58,40297.0,22847.4,785,6,3,0.03,0
64,25297.0,21650.16,350,3,2,0.09,0
35,57206.0,17816.02,453,0,4,0.59,0
38,29614.0,46028.94,609,25,1,0.87,0
30,18637.0,38791.78,698,0,1,0.45,0
38,31512.0,7876.54,433,16,4,0.63,0
25,48698.0,37160.94,519,26,2,0.81,0
63,25921.0,28728.46,462,9,4,0.36,0
57,56336.0,45539.06,801,4,2,0.65,0
63,24707.0,19082.55,414,6,1,0.35,0
24,26447.0,30837.29,798,24,3,0.64,0
40,21525.0,27533.99,771,7,2,0.22,0
61,51116.0,27030.24,448,1,2,0.98,0
49,35361.0,25524.74,540,8,4,0.08,0
28,22250.0,14253.33,422,3,6,0.51,0
39,29789.0,39006.95,368,11,4,0.29,0
39,7820.0,25310.12,362,25,3,0.6,0
60,53583.0,48133.23,315,10,3,0.43,1
42,33344.0,16736.38,689,4,3,0.31,0
39,10904.0,35723.47,557,11,1,0.25,0
45,17530.0,47332.27,516,26,0,0.18,1
46,29413.0,34855.62,778,20,2,0.78,0
30,18825.0,44207.28,413,3,1,0.22,0
35,53997.0,42236.64,679,12,3,0.77,0
19,44770.0,21205.3,536,21,1,0.49,0
46,43467.0,32005.58,775,0,6,0.07,0
38,9876.0,12031.76,428,17,2,0.17,0
32,27925.0,29098.66,809,3,3,0.89,0
69,25622.0,15368.99,464,3,3,0.6,0
44,22538.0,38468.16,576,7,0,0.18,0
67,29508.0,28762.63,556,24,3,0.7,0
48,20679.0,23505.23,431,27,3,0.82,0
32,40441.0,17095.87,556,19,2,0.33,0
68,53278.0,49941.43,440,5,3,0.56,0
40,51031.0,8226.97,508,3,1,0.29,0
41,33896.0,6960.23,818,3,3,0.08,0
61,98678.0,14776.58,350,27,3,0.4,0
30,64215.0,48698.26,802,10,7,0.75,0
39,34517.0,49065.72,558,27,0,0.46,0
60,28534.0,34471.75,477,8,6,0.41,0
54,70899.0,44604.8,842,13,4,0.37,0
50,60102.0,14628.28,655,3,4,0.46,1
20,17940.0,48741.89,617,12,3,0.32,0
36,62499.0,11425.32,663,5,7,0.61,0
40,33618.0,9550.63,354,29,3,0.06,0
46,23613.0,10049.52,455,12,2,0.81,0
47,13499.0,30790.76,343,24,6,0.17,0
56,31747.0,40143.85,841,2,2,0.63,0
61,36094.0,21500.02,621,22,2,0.45,1
64,80311.0,49005.32,313,6,5,0.77,1
42,58607.0,24548.91,656,0,2,0.83,0
54,27134.0,11770.18,782,10,1,0.2,0
64,44120.0,25968.5,658,1,5,0.68,0
25,54892.0,35556.67,617,4,0,0.19,0
59,37910.0,42450.16,374,23,3,0.12,0
33,27077.0,25644.57,493,21,1,0.93,0
25,27831.0,31712.31,662,29,3,0.16,0
18,44035.0,17030.51,395,13,3,0.23,0
61,44645.0,34066.24,339,28,3,0.13,1
22,31367.0,49368.74,696,12,2,0.47,0
20,9803.0,7207.41,406,15,5,0.92,0
18,19048.0,44893.88,316,22,6,0.26,0
21,49506.0,30302.71,826,14,5,0.54,0
57,12514.0,16344.44,798,2,2,0.41,0
52,65650.0,47970.04,824,5,2,0.34,0
49,60966.0,26750.94,342,8,7,0.57,0
59,37069.0,19926.06,649,2,3,0.56,0
51,48970.0,13167.39,329,29,4,0.36,0
60,47306.0,16000.35,740,12,2,0.85,0
42,34254.0,42478.21,841,28,2,0.05,0
27,18271.0,32648.45,754,12,2,0.09,1
38,58902.0,46096.05,393,21,7,0.99,0
63,73395.0,15438.58,594,6,0,0.75,0
56,19845.0,10451.24,848,4,8,0.8,0
44,17933.0,5273.94,388,25,5,0.6,0
44,33915.0,27853.79,802,28,4,0.42,1
19,26553.0,49923.81,513,7,6,0.63,0
58,39045.0,36273.44,721,7,2,0.09,0
65,66436.0,18877.76,825,21,5,0.76,0
30,11815.0,44458.64,491,6,3,0.54,0
26,80068.0,40177.5,523,18,2,0.96,0
69,29634.0,5693.68,686,28,6,0.64,0
53,46905.0,41758.72,773,6,5,0.15,0
39,49482.0,18523.7,502,22,5,0.48,0
59,52453.0,11735.31,746,3,3,0.06,0
43,37457.0,15184.89,367,9,3,0.75,0
29,42099.0,26086.09,391,29,3,0.5,0
34,41962.0,24119.06,477,12,4,0.37,0
31,26499.0,17999.93,302,3,3,0.97,0
31,15078.0,12749.82,402,29,2,0.94,0
51,19740.0,39300.39,572,18,2,0.95,0
37,34471.0,49554.94,833,9,1,0.22,0
28,24504.0,40000.62,415,6,1,0.73,0
33,24532.0,18317.16,763,4,3,0.95,0
68,89288.0,16016.4,403,2,5,0.57,0
48,55795.0,14794.96,558,21,2,0.21,0
23,32015.0,11151.28,607,27,3,0.82,0
36,50819.0,29809.87,666,21,5,0.88,1
54,29433.0,32243.02,601,21,2,0.7,1
21,38383.0,36747.62,326,1,2,0.29,0
64,45289.0,35609.6,807,28,3,0.19,0
21,29472.0,18155.0,826,10,3,0.62,0
37,25781.0,19864.0,664,9,1,0.48,0
27,66968.0,35668.15,597,27,5,0.67,0
41,49368.0,20725.14,660,22,5,0.11,0
52,11763.0,14568.04,803,12,1,0.14,0
43,26002.0,21845.13,329,6,4,0.36,0
54,24572.0,17243.79,738,9,5,0.26,0
55,26620.0,8974.07,639,27,3,0.62,0
38,55893.0,42356.25,425,3,1,0.37,0
57,36666.0,43390.01,665,26,5,0.68,0
56,18127.0,14888.76,742,21,5,0.77,0
38,29983.0,7914.75,562,19,4,0.19,0
27,47613.0,38247.23,521,15,3,0.92,0
55,32538.0,14518.79,301,19,3,0.79,0
63,26309.0,22704.6,693,5,3,0.63,0
21,42856.0,7886.09,605,8,2,0.91,0
62,81560.0,15182.13,445,27,2,0.27,1
37,45739.0,40680.6,829,12,4,0.42,0
34,69597.0,41197.84,827,6,1,0.09,0
24,27206.0,14318.82,607,17,2,0.46,0
21,36164.0,20116.12,639,13,3,0.51,0
46,35801.0,11040.73,651,21,0,0.62,1
31,38536.0,8337.77,508,29,2,0.06,0
20,45264.0,49647.73,504,4,2,0.03,0
41,22937.0,34501.73,314,21,2,0.42,0
54,50195.0,29394.34,727,12,4,0.19,0
33,16092.0,39447.43,775,23,3,0.76,0
69,18622.0,42803.47,597,7,1,0.67,0
21,105642.0,41302.16,393,14,5,0.33,0
41,28140.0,5744.28,406,18,4,0.05,0
51,52300.0,13406.36,718,8,5,0.18,0
47,84893.0,34470.74,577,5,3,0.69,1
35,11416.0,21909.17,427,22,3,0.99,0
36,63775.0,49211.72,758,24,2,0.33,0
48,50235.0,34943.22,337,13,2,0.8,0
36,82471.0,48044.7,497,28,3,0.87,1
66,20115.0,14065.09,656,22,1,0.05,0
63,75029.0,43878.07,306,9,2,0.92,0
36,25092.0,19460.85,631,8,7,0.47,0
39,61537.0,49530.42,818,16,2,0.96,0
41,35667.0,12095.99,493,12,3,0.54,0
62,53390.0,28235.29,615,16,3,0.24,0
29,37214.0,40678.0,300,18,4,0.97,1
47,14477.0,24468.91,361,12,3,0.24,0
55,7629.0,26063.78,642,8,3,0.88,0
48,40334.0,49386.01,317,0,5,0.17,0
53,31829.0,24138.87,670,0,1,0.67,0
36,44316.0,32183.24,534,4,2,0.41,0
65,32014.0,7454.28,368,7,2,0.97,0
62,99612.0,42899.45,746,17,4,0.18,0
53,40752.0,34167.56,307,3,1,0.41,0
47,29043.0,23180.9,761,21,2,0.64,0
66,42988.0,5727.63,610,0,1,0.98,0
50,29309.0,31625.1,433,14,3,0.3,0
35,38043.0,5569.6,684,19,2,0.4,0
69,19757.0,5054.16,355,3,1,0.46,0
66,36160.0,32724.44,659,24,4,0.25,0
45,28597.0,13505.77,413,8,4,0.82,0
64,20715.0,13634.94,387,21,1,0.09,0
28,97525.0,34397.22,437,23,0,0.7,0
62,21123.0,7416.37,407,27,1,0.53,0
50,36442.0,19103.25,799,25,2,0.24,0
34,24309.0,11724.44,834,19,2,0.49,0
23,42130.0,31107.94,443,9,3,0.83,0
21,19203.0,34779.43,355,23,3,0.45,0
37,55281.0,37451.11,305,14,4,0.12,1
65,100517.0,16485.4,841,2,3,0.04,0
64,23866.0,9016.24,746,1,2,0.78,1
44,66735.0,8540.76,684,21,2,0.33,0
32,30003.0,24176.82,606,4,3,0.93,0
23,77103.0,47563.0,601,23,3,0.62,0
64,108472.0,14797.81,704,0,7,0.44,0
31,32310.0,16553.37,809,10,2,0.56,0
28,16981.0,9540.0,372,11,2,0.46,0
56,58340.0,32250.66,564,25,4,0.91,0
26,40628.0,35594.28,526,2,2,0.46,0
43,46672.0,33931.9,492,22,5,0.1,0
33,30640.0,43750.86,673,28,3,0.6,0
22,23336.0,26889.16,309,15,4,0.62,0
69,64872.0,11050.57,601,25,2,0.77,0
27,42612.0,18023.23,658,13,4,0.93,1
67,17645.0,34809.35,351,11,2,0.44,0
20,51197.0,32590.49,398,19,3,0.35,0
30,46309.0,28895.14,312,25,3,0.49,0
60,30864.0,35733.4,689,15,3,0.9,0
66,81626.0,33682.59,656,20,7,0.98,0
47,26660.0,44659.62,310,7,2,0.97,1
62,33373.0,31370.74,380,16,6,0.23,0
23,53334.0,40037.06,560,16,0,0.5,0
34,37736.0,16191.82,305,27,3,0.26,0
62,18175.0,35518.22,757,6,4,0.37,0
68,39811.0,45598.74,672,14,2,0.03,0
36,29519.0,22357.95,780,28,2,0.16,0
59,55742.0,40059.69,521,27,3,0.4,0
52,39168.0,37615.52,380,8,4,0.36,0
63,38073.0,7678.68,814,3,4,0.28,0
43,21501.0,31167.87,359,7,0,0.23,0
68,32370.0,10858.52,520,9,0,0.75,0
22,58986.0,48529.36,648,14,4,0.29,0
46,24630.0,41513.34,527,22,5,0.71,0
54,35729.0,9937.57,589,29,4,0.37,0
37,22738.0,10478.84,592,17,4,0.8,1
66,20092.0,31751.32,492,13,6,0.17,0
38,34807.0,20520.01,773,4,2,0.16,0
27,39613.0,6570.76,556,8,3,0.68,0
22,98413.0,29373.87,805,12,2,0.91,0
53,28919.0,22453.03,687,28,1,0.14,0
23,35416.0,9548.44,697,24,7,0.07,0
43,19438.0,41086.42,665,18,3,0.93,0
21,49322.0,46178.45,589,10,2,0.12,0
56,44314.0,39046.73,608,11,5,0.25,0
56,76435.0,42009.0,577,2,4,0.93,0
67,63311.0,14742.08,763,1,5,0.8,0
52,43291.0,16860.78,488,22,2,0.34,0
18,28709.0,14383.74,477,21,3,0.95,0
41,40229.0,39427.85,827,14,0,0.57,0
53,34355.0,47656.27,674,4,7,0.07,0
23,58495.0,37257.67,753,6,7,0.7,0
58,54892.0,44666.0,516,3,2,0.54,0
63,31313.0,33741.46,341,4,2,0.57,0
61,17483.0,22444.7,493,24,3,0.99,0
48,70735.0,24159.27,626,15,4,0.15,0
37,48579.0,8389.46,672,14,2,0.66,1
41,30954.0,6415.57,764,26,5,0.46,0
42,47640.0,36296.4,462,15,1,0.27,0
53,37701.0,24729.3,575,24,0,0.69,0
38,70214.0,29849.68,663,3,4,0.67,0
47,13837.0,30094.76,779,5,1,0.86,1
41,29774.0,17481.91,759,17,1,0.88,0
61,80783.0,26415.16,564,2,2,0.56,0
59,48127.0,26184.21,838,24,1,0.33,0
47,88107.0,22479.22,685,21,1,0.53,0
39,19714.0,41930.39,384,23,1,0.36,0
45,62075.0,25302.38,615,26,3,0.28,0
24,60241.0,32164.0,542,4,4,0.55,0
52,15664.0,45298.41,768,1,3,0.66,0
45,31327.0,43980.51,641,22,2,0.59,1
31,34432.0,45069.0,476,15,3,0.95,0
27,16159.0,17150.22,429,5,2,0.3,0
33,31657.0,6574.21,382,26,3,0.37,0
33,56195.0,16748.01,659,14,2,0.67,0
48,29868.0,17541.83,387,17,4,0.6,0
59,40989.0,45921.21,831,5,2,0.0,0
42,41138.0,34215.92,770,12,4,0.31,0
30,36096.0,8676.68,797,23,1,0.25,0
23,25525.0,11092.04,806,12,2,0.84,0
61,50484.0,12005.43,653,0,4,0.87,0
26,16424.0,33368.98,715,15,4,0.28,0
62,36472.0,38093.63,350,3,2,0.1,0
53,72602.0,43683.98,362,16,7,0.21,0
60,29037.0,47328.64,388,17,2,0.18,0
37,25244.0,14076.71,489,15,1,0.24,0
35,52196.0,18939.76,647,0,0,0.23,0
60,39408.0,15814.53,837,5,3,0.48,0
38,52719.0,21144.27,475,10,2,0.32,0
21,37021.0,46159.93,663,5,2,0.56,0
67,11002.0,30880.07,782,16,4,0.34,0
50,65510.0,38218.64,418,3,1,0.81,0
44,102233.0,27055.37,468,13,2,0.95,1
24,69011.0,6298.61,446,29,2,0.4,0
23,6189.0,7888.8,736,13,3,0.05,0
32,45503.0,29206.54,738,19,1,0.24,0
35,28757.0,37345.51,488,7,3,0.1,0
49,21118.0,14689.87,459,21,2,0.34,0
28,38614.0,37485.93,701,1,6,0.65,1
37,33709.0,41479.96,317,4,4,0.52,0
41,46832.0,23535.39,439,3,4,0.24,0
32,37358.0,38588.87,414,9,2,0.77,0
65,20735.0,23181.35,627,19,1,0.13,0
24,27220.0,35525.78,524,27,9,0.23,0
38,25110.0,39379.87,738,23,6,0.68,0
59,15394.0,49636.7,849,20,3,0.2,0
43,18291.0,20542.85,685,2,4,0.68,0
61,32678.0,23496.84,820,15,3,0.98,0
31,74004.0,12452.9,552,9,4,0.83,0
54,27784.0,14183.29,397,27,5,0.16,0
38,24867.0,36202.78,370,14,2,0.52,0
35,20118.0,46267.05,746,3,2,0.42,0
22,36874.0,22757.22,389,0,4,0.99,0
20,65488.0,13093.0,729,21,1,0.96,0
40,98848.0,17829.48,518,26,7,0.13,0
43,41886.0,25477.33,406,28,2,0.91,0
54,38949.0,18079.26,775,14,5,0.19,0
41,27674.0,15511.06,753,9,5,0.32,0
66,30083.0,38119.3,843,19,5,0.35,0
36,49741.0,5353.02,425,21,1,0.29,0
68,31025.0,29265.37,446,17,5,0.85,0
42,33485.0,40719.51,579,15,5,0.33,0
38,35858.0,16980.27,323,20,2,0.82,0
29,27027.0,32148.12,419,26,4,0.99,0
58,34979.0,35100.5,596,8,5,0.84,0
50,13231.0,34476.11,381,23,6,0.35,0
67,47783.0,25063.23,747,18,3,0.71,0
21,117699.0,20596.01,769,16,3,0.53,0
59,27556.0,42616.58,722,9,4,0.79,0
24,43779.0,39130.07,844,18,1,0.15,0
39,55592.0,19456.48,323,7,2,0.64,0
50,68879.0,9635.86,360,26,10,0.77,1
34,31820.0,8231.34,383,18,5,0.76,0
41,14740.0,9242.42,524,4,3,0.96,0
51,41507.0,31229.12,485,1,3,0.06,0
45,38728.0,7324.8,674,14,2,0.35,0
60,30551.0,20161.71,371,16,3,0.48,0
58,33970.0,38893.99,373,26,2,0.31,0
56,39020.0,18245.67,640,9,5,0.31,0
39,43516.0,39348.86,452,29,2,0.18,0
66,42613.0,38546.02,395,20,5,0.81,0
34,32570.0,16062.22,744,20,3,0.91,0
51,44009.0,37797.0,409,21,2,0.08,0
23,31492.0,38649.95,757,1,4,0.15,0
63,50062.0,22885.43,350,8,3,0.23,0
23,26537.0,14468.92,676,1,4,0.51,0
51,37667.0,28457.19,372,17,3,0.79,0
18,16125.0,46462.89,511,11,2,0.07,0
27,30183.0,33782.75,731,14,5,0.64,0
38,48230.0,12781.51,467,20,2,0.15,0
22,21658.0,35724.06,630,24,1,0.97,0
19,30944.0,24224.14,793,19,4,0.9,0
39,10910.0,31618.8,442,5,2,0.95,0
65,18324.0,38032.88,744,17,5,0.11,0
19,20885.0,28172.63,693,29,3,0.49,0
27,38211.0,41629.28,811,12,4,0.17,0
51,42903.0,37497.0,627,3,2,0.6,0
33,35312.0,32678.3,558,11,1,0.23,0
65,29993.0,11785.68,736,8,3,0.77,0
68,30045.0,42617.71,648,1,3,0.64,0
56,51949.0,47115.75,814,15,5,0.57,0
39,40393.0,11163.43,748,0,5,0.83,0
29,30731.0,26970.85,698,3,1,0.5,0
41,69331.0,16649.99,513,14,2,0.27,0
64,96277.0,38953.55,845,19,6,0.62,0
57,19480.0,37473.33,588,0,1,0.96,0
55,47158.0,11339.83,558,19,3,0.6,0
27,170237.0,44466.23,557,14,3,0.63,0
52,41777.0,13143.79,687,2,4,0.93,0
68,38473.0,40876.66,844,12,4,0.52,0
66,35317.0,25564.12,564,17,5,1.0,0
49,46402.0,19772.25,612,12,2,0.16,0
24,52968.0,12120.77,339,9,1,0.54,0
38,19489.0,12542.64,509,19,1,0.21,0
37,35838.0,34785.07,571,23,3,0.45,0
43,11676.0,29769.37,435,6,4,0.17,0
21,32707.0,10493.84,359,24,5,0.22,0
63,23125.0,10071.4,809,7,6,0.21,0
69,43027.0,8253.98,814,0,5,0.32,0
39,15864.0,38469.53,314,27,2,0.13,0
32,28109.0,37034.69,554,17,4,0.81,0
57,58881.0,7629.39,834,11,3,0.22,0
38,25896.0,30212.15,534,17,3,0.42,0
32,14010.0,8810.43,430,27,4,0.02,0
39,41306.0,45668.56,316,23,1,0.1,0
69,27085.0,45820.28,484,11,1,0.9,0
45,33092.0,36420.48,690,19,6,0.84,0
31,25212.0,46678.5,722,8,1,0.84,1
44,97460.0,41515.39,741,1,2,0.41,1
58,16663.0,42284.24,311,13,2,0.14,0
57,149754.0,30636.85,819,3,2,0.11,1
45,29872.0,18772.66,379,28,4,0.61,0
43,39804.0,14800.96,601,28,6,0.83,0
66,27244.0,19724.0,515,14,5,0.9,1
19,26680.0,33282.29,547,16,2,0.29,0
42,24528.0,12769.54,840,18,3,0.32,0
20,49052.0,16638.81,571,5,4,0.1,0
25,17937.0,26062.74,432,8,2,0.77,0
61,43567.0,15487.25,304,26,4,0.28,0
50,12182.0,31488.97,841,16,1,0.48,1
59,41638.0,46542.92,440,14,0,0.93,1
69,55524.0,38664.02,782,4,3,0.75,0
52,19201.0,34989.2,604,27,4,0.05,0
23,50989.0,31222.47,644,17,1,0.01,1
56,37261.0,26957.66,569,22,5,0.79,0
69,80758.0,13395.37,407,3,2,0.55,1
40,23680.0,45261.97,773,20,1,0.72,0
42,148448.0,16184.12,381,23,2,0.16,0
67,10989.0,9108.9,383,1,4,0.87,0
60,30799.0,38750.68,589,18,2,0.77,1
36,15533.0,12902.7,370,26,0,0.89,0
22,91631.0,21735.32,474,4,1,0.34,0
68,31861.0,6272.82,762,25,2,0.28,0
28,33328.0,11168.06,694,3,5,0.15,0
29,45325.0,12794.16,390,4,3,0.93,0
27,36228.0,7448.46,768,18,4,0.18,0
25,26987.0,34549.56,733,12,2,0.12,0
41,19374.0,42665.35,548,15,3,0.19,0
45,39508.0,21799.19,540,11,1,0.77,0
58,43889.0,44355.94,795,8,0,0.89,0
53,51415.0,14600.6,639,23,0,0.81,1
54,94501.0,19642.57,770,15,3,0.56,0
38,12248.0,11783.16,762,13,1,0.99,0
25,35106.0,32925.16,574,21,4,0.07,1
26,65898.0,23894.13,314,29,1,0.87,0
64,34123.0,32597.75,340,0,4,0.43,0
32,11281.0,39275.37,507,19,2,0.46,0
65,19043.0,29556.64,359,22,1,0.13,0
63,42800.0,33243.37,664,25,1,0.03,0
57,42028.0,47086.26,539,20,3,0.32,0
35,50831.0,18457.89,459,3,1,0.17,1
59,24575.0,21162.38,696,8,4,0.48,0
37,41355.0,37296.65,799,23,3,0.15,0
23,22631.0,32508.75,508,18,5,0.14,0
29,41356.0,13033.98,432,13,1,0.88,0
19,37295.0,21926.63,680,21,5,0.92,0
24,24090.0,26052.71,732,11,3,0.96,0
33,79149.0,23872.54,688,29,5,0.68,0
20,15478.0,13022.37,731,29,2,0.77,0
62,33833.0,46599.35,573,27,6,0.84,0
20,23826.0,39304.34,650,3,2,0.66,0
44,90862.0,26661.01,433,6,3,0.33,0
67,48982.0,35602.75,365,16,2,0.16,0
60,26248.0,45377.72,504,0,5,0.24,0
57,31576.0,11127.84,597,13,2,0.84,0
55,92100.0,16266.79,416,14,3,0.7,0
50,22626.0,29421.56,566,11,4,0.46,0
45,15030.0,40955.47,448,11,5,0.03,0
18,42003.0,6631.47,493,5,1,0.27,0
25,42481.0,49280.82,478,25,4,0.73,1
54,50666.0,25470.8,447,26,3,0.51,0
49,50834.0,21165.4,764,28,7,0.44,0
65,88023.0,18172.6,304,12,3,0.31,0
60,15382.0,12846.05,825,15,4,0.61,0
54,19902.0,40620.83,579,13,3,0.97,0
21,50569.0,47993.64,798,6,6,0.9,0
47,20893.0,23614.01,735,28,3,0.03,0
23,17531.0,47858.93,515,24,1,0.48,0
63,92311.0,42070.89,814,15,2,0.33,0
36,16156.0,26647.3,436,22,3,0.51,0
49,30466.0,35331.18,579,8,1,0.61,1
26,35253.0,24574.29,431,25,4,0.2,0
29,69882.0,30142.55,692,13,2,0.78,0
28,14265.0,7612.09,780,24,2,0.48,0
63,44700.0,36331.86,812,29,4,0.99,0
33,23267.0,7377.11,718,29,2,0.03,0
18,49702.0,41768.82,501,23,2,0.19,0
62,23077.0,42122.61,761,6,3,0.69,0
38,79710.0,15668.48,501,11,1,0.7,0
47,23145.0,19564.83,451,2,0,0.58,0
30,10604.0,26658.97,521,26,7,0.97,0
51,24479.0,31849.83,378,13,4,0.42,0
21,31868.0,17930.91,499,18,5,0.42,0
45,62391.0,31661.89,398,10,3,0.91,0
55,19357.0,18400.42,512,4,3,0.54,0
48,19549.0,7497.08,442,22,0,0.35,0
44,58706.0,5113.74,688,12,1,0.72,0
22,18259.0,9551.8,673,27,1,0.62,0
42,33207.0,40651.28,351,9,6,0.31,1
20,33546.0,48264.41,434,6,4,0.3,0
50,40489.0,24213.48,710,16,2,0.4,0
21,24961.0,28070.78,769,15,3,0.07,0
42,22845.0,11608.17,411,7,4,0.94,0
37,42935.0,29796.41,824,16,4,0.18,0
51,23202.0,11509.47,343,12,1,0.19,0
43,18398.0,32504.64,696,29,3,0.65,1
22,67097.0,46996.64,560,10,3,0.72,1
52,46353.0,13806.43,844,19,6,0.74,0
45,87882.0,39405.37,687,17,1,0.38,0
46,53744.0,6057.61,775,4,2,0.87,0
26,19263.0,21897.38,709,5,3,0.54,1
69,38108.0,9983.68,315,19,2,0.44,0
55,21855.0,20861.39,401,13,5,0.81,0
67,15902.0,12809.16,485,11,3,0.24,0
23,29039.0,21798.72,324,28,1,0.86,0
36,59324.0,23788.53,371,3,3,0.54,0
61,41667.0,18526.6,317,6,2,0.9,0
28,18116.0,34547.99,631,10,3,0.2,0
19,28533.0,46348.34,396,19,2,0.94,0
64,33812.0,23026.79,311,1,4,0.69,0
61,15607.0,13655.44,310,3,2,0.62,0
61,51875.0,17182.52,462,6,2,0.42,0
26,32391.0,43430.04,582,0,5,0.96,0
38,18119.0,30723.79,540,14,3,0.44,0
41,17613.0,25475.5,344,19,1,0.5,0
51,62965.0,11733.65,554,21,4,0.78,0
39,30019.0,25237.73,366,23,3,0.28,0
20,65853.0,17532.14,341,7,3,0.29,0
29,79704.0,47442.34,683,28,1,0.78,0
45,60550.0,44783.15,533,24,3,0.13,0
47,27814.0,8775.61,784,4,5,0.82,0
43,10416.0,28249.41,338,13,2,0.63,0
65,42468.0,15127.63,310,17,0,0.54,1
38,103341.0,23484.97,708,2,3,0.23,0
45,35679.0,44458.16,407,1,4,0.79,0
43,13428.0,28738.15,393,24,3,0.8,0
